_num_rcv_urbs_vardecl_usbatm_c_32830 num_rcv_urbs vardecl_usbatm.c 0 32830 NULL
_num_ae_requests_vardecl_33594 num_ae_requests vardecl 0 33594 NULL
_max_sg_segs_vardecl_st_c_36551 max_sg_segs vardecl_st.c 0 36551 NULL
_null_major_vardecl_null_blk_c_36718 null_major vardecl_null_blk.c 0 36718 NULL
_bufsiz_vardecl_spidev_c_36763 bufsiz vardecl_spidev.c 0 36763 NULL
_netdev_flow_limit_table_len_vardecl_36765 netdev_flow_limit_table_len vardecl 0 36765 NULL
_uwb_est_size_vardecl_est_c_36881 uwb_est_size vardecl_est.c 0 36881 NULL
_nrpacks_vardecl_usbusx2yaudio_c_38056 nrpacks vardecl_usbusx2yaudio.c 0 38056 NULL
_max_num_clients_vardecl_ntb_transport_c_38745 max_num_clients vardecl_ntb_transport.c 0 38745 NULL
_sel_start_vardecl_selection_c_39245 sel_start vardecl_selection.c 0 39245 NULL
_hash_table_size_vardecl_39253 hash_table_size vardecl 0 39253 NULL
_defcmd_set_count_vardecl_kdb_main_c_39817 defcmd_set_count vardecl_kdb_main.c 0 39817 NULL
_allocation_floor_vardecl_dell_rbu_c_40106 allocation_floor vardecl_dell_rbu.c 0 40106 NULL
_memcg_nr_cache_ids_vardecl_40280 memcg_nr_cache_ids vardecl 0 40280 NULL
_rose_ndevs_vardecl_af_rose_c_40602 rose_ndevs vardecl_af_rose.c 0 40602 NULL
_major_nr_vardecl_umem_c_41471 major_nr vardecl_umem.c 0 41471 NULL
_pcpu_unit_pages_vardecl_percpu_c_41525 pcpu_unit_pages vardecl_percpu.c 0 41525 NULL
_prof_len_vardecl_profile_c_42405 prof_len vardecl_profile.c 0 42405 NULL
_amdgpu_vm_block_size_vardecl_42475 amdgpu_vm_block_size vardecl 0 42475 NULL
_mtu_max_vardecl_42563 mtu_max vardecl 0 42563 NULL
_nr_efi_runtime_map_vardecl_runtime_map_c_43216 nr_efi_runtime_map vardecl_runtime-map.c 0 43216 NULL
_rds_buf_vardecl_radio_si470x_usb_c_43439 rds_buf vardecl_radio-si470x-usb.c 0 43439 NULL
_write_buffer_size_vardecl_legousbtower_c_45062 write_buffer_size vardecl_legousbtower.c 0 45062 NULL
_num_fault_mutexes_vardecl_hugetlb_c_45857 num_fault_mutexes vardecl_hugetlb.c 0 45857 NULL
_qxl_num_crtc_vardecl_46583 qxl_num_crtc vardecl 0 46583 NULL
_mc_groups_longs_vardecl_genetlink_c_46774 mc_groups_longs vardecl_genetlink.c 0 46774 NULL
_ipoib_recvq_size_vardecl_46904 ipoib_recvq_size vardecl 0 46904 NULL
_ramoops_console_size_vardecl_ram_c_48215 ramoops_console_size vardecl_ram.c 0 48215 NULL
_da_num_tokens_vardecl_dell_smbios_c_48798 da_num_tokens vardecl_dell-smbios.c 0 48798 NULL
_num_requests_vardecl_48964 num_requests vardecl 0 48964 NULL
_nr_ndevs_vardecl_af_netrom_c_49435 nr_ndevs vardecl_af_netrom.c 0 49435 NULL
_amdgpu_sched_hw_submission_vardecl_50202 amdgpu_sched_hw_submission vardecl 0 50202 NULL
_agg_wsize_vardecl_50735 agg_wsize vardecl 0 50735 NULL
_rcv_buf_bytes_vardecl_usbatm_c_51558 rcv_buf_bytes vardecl_usbatm.c 0 51558 NULL
_num_var_ranges_vardecl_51769 num_var_ranges vardecl 0 51769 NULL
_num_snd_urbs_vardecl_usbatm_c_52685 num_snd_urbs vardecl_usbatm.c 0 52685 NULL
_CIFSMaxBufSize_vardecl_53372 CIFSMaxBufSize vardecl 0 53372 NULL
_max_dev_vardecl_osst_c_53523 max_dev vardecl_osst.c 0 53523 NULL
_ramoops_pmsg_size_vardecl_ram_c_53601 ramoops_pmsg_size vardecl_ram.c 0 53601 NULL
_max_data_size_vardecl_hsi_char_c_53736 max_data_size vardecl_hsi_char.c 0 53736 NULL
_storvsc_ringbuffer_size_vardecl_storvsc_drv_c_54060 storvsc_ringbuffer_size vardecl_storvsc_drv.c 0 54060 NULL
_test_buf_size_vardecl_dmatest_c_56686 test_buf_size vardecl_dmatest.c 0 56686 NULL
_nvme_major_vardecl_core_c_57158 nvme_major vardecl_core.c 0 57158 NULL
_nr_cpu_ids_vardecl_57399 nr_cpu_ids vardecl 0 57399 NULL
_ql2xmaxqueues_vardecl_57653 ql2xmaxqueues vardecl 0 57653 NULL
_acpi_gbl_integer_byte_width_vardecl_58054 acpi_gbl_integer_byte_width vardecl 0 58054 NULL
_window_vardecl_tcp_cdg_c_58396 window vardecl_tcp_cdg.c 0 58396 NULL
_bufsize_vardecl_tcp_probe_c_58414 bufsize vardecl_tcp_probe.c 0 58414 NULL
_ebcnt_vardecl_torturetest_c_58475 ebcnt vardecl_torturetest.c 0 58475 NULL
_ramoops_ftrace_size_vardecl_ram_c_58686 ramoops_ftrace_size vardecl_ram.c 0 58686 NULL
_pcpu_nr_units_vardecl_percpu_c_59323 pcpu_nr_units vardecl_percpu.c 0 59323 NULL
_queue_length_vardecl_ua101_c_59524 queue_length vardecl_ua101.c 0 59524 NULL
_resultsize_vardecl_floppy_c_59525 resultsize vardecl_floppy.c 0 59525 NULL
_setup_possible_cpus_vardecl_smpboot_c_61040 setup_possible_cpus vardecl_smpboot.c 0 61040 NULL
_fbcon_softback_size_vardecl_fbcon_c_61184 fbcon_softback_size vardecl_fbcon.c 0 61184 NULL
_dm_ring_size_vardecl_hv_balloon_c_63071 dm_ring_size vardecl_hv_balloon.c 0 63071 NULL
_nbds_max_vardecl_nbd_c_63801 nbds_max vardecl_nbd.c 0 63801 NULL
___max_logical_packages_vardecl_64002 __max_logical_packages vardecl 0 64002 NULL
_ubiblock_major_vardecl_block_c_64105 ubiblock_major vardecl_block.c 0 64105 NULL
_srp_sg_tablesize_vardecl_ib_srp_c_64692 srp_sg_tablesize vardecl_ib_srp.c 0 64692 NULL
_max_pfn_vardecl_65317 max_pfn vardecl 0 65317 NULL
